transaction_id,account_id,customer_id,transaction_date,transaction_type,amount,currency,status
MOB01000758,ACC000736,CUS000502,2026-08-24T10:03:43,TRANSFER,2779.21,PEN,SUCCESS
MOB01000759,ACC000500,CUS000341,2026-08-24T08:19:05,TRANSFER,1723.19,PEN,SUCCESS
MOB01000760,ACC000113,CUS000073,2026-08-24T02:01:44,DEPOSIT,2236.43,PEN,REJECTED
MOB01000761,ACC001152,CUS000778,2026-08-24T09:15:10,WITHDRAWAL,206.16,USD,SUCCESS
MOB01000762,ACC000437,CUS000293,2026-08-24T10:08:05,PAYMENT,2663.75,PEN,SUCCESS
MOB01000763,ACC000679,CUS000465,2026-08-24T16:25:56,DEPOSIT,4397.34,USD,SUCCESS
MOB01000764,ACC000018,CUS000012,2026-08-24T16:51:28,PAYMENT,23.22,USD,SUCCESS
MOB01000765,ACC000963,CUS000652,2026-08-24T19:18:20,PAYMENT,3717.07,USD,SUCCESS
MOB01000766,ACC000747,CUS000510,2026-08-24T13:01:20,DEPOSIT,2362.13,USD,SUCCESS
MOB01000767,ACC000583,cusOOO398,2026-08-24T23:24:39,DEPOSIT,2741.13,USD,SUCCESS
MOB01000768,ACC000888,CUS000601,2026-08-24T09:39:13,WITHDRAWAL,1499.64,USD,SUCCESS
MOB01000769,ACC000798,CUS000541,2026-08-24T20:32:21,TRANSFER,1950.52,USD,SUCCESS
MOB01000770,ACC000087,CUS000057,2026-08-24T10:05:31,PAYMENT,1209.11,PEN,SUCCESS
MOB01000771,ACC000560,CUS000382,2026-08-24T18:52:51,,2314.07,USD,SUCCESS
MOB01000772,ACC001421,CUS000957,2026-08-24T14:14:29,TRANSFER,1012.55,PEN,SUCCESS
MOB01000773,ACC001342,CUS000905,2026-08-24T01:17:17,TRANSFER,2513.67,USD,SUCCESS
MOB01000774,ACC000108,CUS000069,2026-08-24T11:28:41,DEPOSIT,4144.85,PEN,SUCCESS
MOB01000775,ACC001270,CUS000856,2026-08-24T22:25:21,WITHDRAWAL,2600.42,USD,PENDING
MOB01000776,ACC000456,CUS000307,2026-08-24T22:11:58,WITHDRAWAL,1778.8,USD,SUCCESS
MOB01000777,ACC000932,CUS000629,2026-08-24T04:50:02,PAYMENT,1872.18,PEN,SUCCESS
MOB01000778,ACC000677,CUS000464,2026-08-24T18:28:38,WITHDRAWAL,1888.89,USD,SUCCESS
MOB01000779,ACC001339,CUS000904,2026-08-24T09:53:16,PAYMENT,44.28,USD,SUCCESS
MOB01000780,ACC000595,CUS000407,2026-08-24T06:36:24,TRANSFER,2308.49,PEN,SUCCESS
MOB01000781,ACC000563,CUS000384,2026-08-24T08:06:56,PAYMENT,827.38,PEN,REJECTED
MOB01000782,ACC000540,CUS000366,2026-08-24T21:45:31,TRANSFER,4883.19,PEN,SUCCESS
MOB01000780,ACC000484,CUS000328,2026-08-24T14:13:29,TRANSFER,3643.36,PEN,REJECTED
MOB01000784,ACC000654,CUS000448,2026-08-24T22:02:40,PAYMENT,4454.67,PEN,SUCCESS
MOB01000785,ACC001108,CUS000749,2026-08-24T19:47:04,TRANSFER,3237.16,USD,SUCCESS
MOB01000786,ACC000519,CUS000352,2026-08-24T17:41:53,PAYMENT,-3762.34,USD,SUCCESS
MOB01000787,ACC000414,CUS000279,2026-08-24T21:52:22,DEPOSIT,4999.16,USD,SUCCESS
MOB01000788,ACC000644,CUS000441,2026-08-24T19:46:36,DEPOSIT,2033.77,USD,SUCCESS
MOB01000789,ACC000663,CUS000454,2026-08-24T07:22:35,PAYMENT,2901.25,USD,SUCCESS
MOB01000790,ACC000769,CUS000523,2026-08-24T03:31:25,DEPOSIT,3903.86,USD,SUCCESS
MOB01000791,ACC000477,CUS000323,2026-08-24T08:11:25,WITHDRAWAL,4228.68,PEN,SUCCESS
MOB01000792,ACC000099,CUS000064,2026-08-24T06:37:47,TRANSFER,549.52,PEN,SUCCESS
MOB01000793,ACC000329,CUS000222,2026-08-24T08:24:46,TRANSFER,4328.81,USD,SUCCESS
MOB01000794,ACC000090,CUS000058,2026-08-24T14:33:53,DEPOSIT,273.52,USD,SUCCESS
MOB01000795,ACC000912,CUS000617,2026-08-24T21:17:17,TRANSFER,977.82,PEN,REJECTED
MOB01000796,ACC000477,CUS000323,2026-08-24T22:42:19,DEPOSIT,760.73,USD,SUCCESS
MOB01000797,ACC001402,CUS000944,2026-08-24T00:07:31,WITHDRAWAL,2725.76,USD,FAILED
MOB01000798,ACC001363,CUS000918,2026-08-24T09:04:56,WITHDRAWAL,1257.16,PEN,SUCCESS
MOB01000799,ACC000311,CUS000209,2026-08-24T21:21:04,TRANSFER,2782.83,PEN,SUCCESS
MOB01000800,ACC001109,CUS000750,2026-08-24T01:37:57,PAYMENT,4622.4,USD,FAILED
MOB01000801,ACC000550,CUS000374,2026-08-24T15:57:03,WITHDRAWAL,2416.17,PEN,FAILED
MOB01000802,ACC000721,CUS000493,2026-08-24T07:16:41,WITHDRAWAL,3348.62,PEN,SUCCESS
MOB01000803,ACC001355,CUS000913,2026-08-24T08:15:57,PAYMENT,4738.19,USD,SUCCESS
MOB01000804,ACC000825,CUS000558,2026-08-24T22:02:01,WITHDRAWAL,2056.06,PEN,SUCCESS
MOB01000805,ACC000897,CUS000607,2026-08-24T14:22:33,DEPOSIT,3715.11,PEN,REJECTED
MOB01000806,ACC000376,CUS000253,2026-08-24T05:50:55,DEPOSIT,1243.79,USD,SUCCESS
MOB01000807,ACC001284,CUS000866,2026-08-24T22:08:26,DEPOSIT,1537.39,PEN,SUCCESS
MOB01000808,ACC000019,CUS000012,2026-08-24T14:23:08,PAYMENT,2774.05,PEN,SUCCESS
MOB01000809,ACC000132,CUS000088,2026-08-24T05:31:28,TRANSFER,2170.9,USD,SUCCESS
MOB01000810,ACC000859,CUS000583,2026-08-24T00:52:23,TRANSFER,4716.12,PEN,SUCCESS
MOB01000811,ACC000629,CUS000432,2026-08-24T00:22:12,WITHDRAWAL,1356.65,PEN,FAILED
MOB01000812,ACC000816,CUS000552,2026-08-24T07:55:54,WITHDRAWAL,1004.61,USD,SUCCESS
MOB01000813,ACC001137,CUS994106,2026-08-24T22:46:25,DEPOSIT,867.22,PEN,SUCCESS
MOB01000814,ACC000201,CUS000137,2026-08-24T08:31:56,TRANSFER,1953.44,USD,REJECTED
MOB01000815,ACC000679,CUS000465,2026-08-24T23:22:07,PAYMENT,4677.55,PEN,SUCCESS
MOB01000816,ACC001065,CUS000720,2026-08-24T23:10:25,WITHDRAWAL,2686.72,USD,SUCCESS
MOB01000817,ACC000859,CUS000583,2026-08-24T04:38:44,WITHDRAWAL,4153.51,USD,REJECTED
MOB01000818,ACC001126,CUS000762,2026-08-24T19:39:05,PAYMENT,2322.39,USD,SUCCESS
MOB01000819,ACC000293,CUS000197,2026-08-24T04:14:31,WITHDRAWAL,1105.22,USD,SUCCESS
MOB01000820,ACC000100,CUS000064,2026-08-24T16:25:57,DEPOSIT,3750.31,USD,SUCCESS
MOB01000821,ACC000113,CUS000073,2026-08-24T09:40:50,WITHDRAWAL,1220.46,USD,SUCCESS
MOB01000822,ACC000606,CUS000416,2026-08-24T00:04:06,TRANSFER,1379.43,PEN,FAILED
MOB01000823,ACC000184,CUS000126,2026-08-24T07:00:08,DEPOSIT,552.69,PEN,SUCCESS
MOB01000824,ACC000021,CUS000014,2026-08-24T23:47:22,PAYMENT,496.23,PEN,SUCCESS
MOB01000825,ACC000669,CUS000459,2026-08-24T07:52:15,TRANSFER,1516.76,PEN,SUCCESS
MOB01000826,ACC000049,CUS000033,2026-08-24T16:06:42,PAYMENT,3960.43,USD,SUCCESS
MOB01000827,ACC000554,CUS000377,2026-08-24T02:39:43,WITHDRAWAL,141.37,PEN,SUCCESS
MOB01000828,ACC001172,CUS000791,2026-08-24T07:14:18,PAYMENT,1695.64,USD,SUCCESS
MOB01000829,ACC000622,CUS000426,2026-08-24T10:27:08,DEPOSIT,2911.58,USD,SUCCESS
MOB01000830,ACC000133,CUS000089,2026-08-24T07:08:49,TRANSFER,2755.43,PEN,SUCCESS
MOB01000831,ACC000527,CUS000358,2026-08-24T07:09:12,WITHDRAWAL,4289.93,PEN,SUCCESS
MOB01000832,ACC000153,CUS000103,2026-08-24T22:56:19,WITHDRAWAL,3186.0,PEN,SUCCESS
MOB01000833,ACC001017,CUS000688,2026-08-24T17:02:34,DEPOSIT,282.37,USD,SUCCESS
MOB01000834,ACC001140,CUS000770,2026-08-24T09:33:03,PAYMENT,2061.61,USD,SUCCESS
MOB01000835,ACC001042,CUS000705,2026-08-24T00:33:48,DEPOSIT,2748.99,USD,SUCCESS
MOB01000836,ACC000427,CUS000287,2026-08-24T05:24:41,TRANSFER,4725.41,PEN,SUCCESS
MOB01000837,ACC995564,CUS000705,2026-08-24T17:51:41,TRANSFER,4319.5,USD,SUCCESS
MOB01000838,ACC000724,CUS000495,2026-08-24T12:14:32,TRANSFER,3695.79,USD,SUCCESS
MOB01000839,ACC000881,CUS000596,2026-08-24T21:05:12,PAYMENT,1701.21,PEN,SUCCESS
MOB01000840,ACC001359,CUS000915,2026-08-24T02:31:16,TRANSFER,3596.12,USD,SUCCESS
MOB01000841,ACC001369,CUS000921,2026-08-24T19:31:00,PAYMENT,1970.13,PEN,SUCCESS
MOB01000842,ACC000454,CUS000305,2026-08-24T18:52:58,DEPOSIT,2795.16,USD,SUCCESS
MOB01000843,ACC000516,CUS000351,2026-08-24T08:52:03,PAYMENT,1130.4,USD,SUCCESS
MOB01000844,ACC000008,CUS990126,2026-08-24T20:03:09,DEPOSIT,4074.49,USD,FAILED
MOB01000845,ACC000458,CUS000308,2026-08-24T04:51:35,DEPOSIT,683.81,USD,SUCCESS
MOB01000846,ACC000511,CUS000348,2026-08-24T02:37:26,DEPOSIT,1439.93,PEN,SUCCESS
MOB01000847,ACC000250,CUS000170,2026-08-24T03:34:47,WITHDRAWAL,2726.81,PEN,SUCCESS
MOB01000848,ACC000308,CUS000208,2026-08-24T10:47:13,DEPOSIT,1067.29,PEN,SUCCESS
MOB01000849,ACC001134,CUS000767,2026-08-24T12:43:10,DEPOSIT,1206.72,USD,PENDING
MOB01000850,ACC000445,CUS000299,2026-08-24T16:45:04,WITHDRAWAL,3468.5,PEN,SUCCESS
MOB01000851,ACC000498,CUS000339,2026-08-24T18:18:29,PAYMENT,4685.36,PEN,SUCCESS
MOB01000852,ACC001166,CUS000788,2026-08-24T16:51:39,DEPOSIT,4265.08,PEN,SUCCESS
MOB01000853,ACC000400,CUS000270,2026-08-24T18:14:45,PAYMENT,1234.02,PEN,PENDING
MOB01000854,ACC000865,CUS000587,2026-08-24T08:37:01,TRANSFER,132.37,PEN,SUCCESS
MOB01000855,ACC001287,CUS000867,2026-08-24T22:16:17,WITHDRAWAL,185.78,USD,SUCCESS
MOB01000856,ACC000309,CUS000208,2026-08-24T05:36:07,DEPOSIT,3242.99,USD,SUCCESS
MOB01000857,ACC000324,CUS000218,2026-08-24T00:07:34,DEPOSIT,3189.31,USD,SUCCESS
MOB01000858,ACC000669,CUS000459,2026-08-24T19:01:16,DEPOSIT,3653.46,PEN,SUCCESS
MOB01000859,ACC000463,CUS000312,2026-08-24T21:37:50,PAYMENT,2131.64,PEN,SUCCESS
MOB01000860,ACC000523,CUS000356,2026-08-24T19:05:33,DEPOSIT,2441.42,USD,SUCCESS
MOB01000861,ACC000551,CUS000375,2026-08-24T04:09:39,WITHDRAWAL,370.78,PEN,SUCCESS
MOB01000862,ACC000446,CUS000299,2026-08-24T20:36:41,DEPOSIT,2870.47,PEN,PENDING
MOB01000265,ACC000692,CUS000474,2026-08-24T23:05:28,TRANSFER,3837.38,PEN,SUCCESS
MOB01000864,ACC001280,CUS000862,2026-08-24T03:38:53,TRANSFER,4367.34,USD,SUCCESS
MOB01000865,ACC000959,CUS000648,2026-08-24T08:48:24,WITHDRAWAL,2135.96,PEN,SUCCESS
MOB01000866,ACC000839,CUS000569,2026-08-24T07:56:33,TRANSFER,164.58,PEN,SUCCESS
MOB01000867,ACC001448,CUS000974,2026-08-24T05:02:22,PAYMENT,32.66,PEN,SUCCESS
MOB01000868,ACC001455,CUS000979,2026-08-24T02:24:04,WITHDRAWAL,4084.66,USD,SUCCESS
MOB01000869,ACC001458,CUS000981,2026-08-24T06:44:15,TRANSFER,3531.67,PEN,SUCCESS
MOB01000870,ACC001401,CUS000943,2026-08-24T11:34:25,DEPOSIT,1884.14,USD,SUCCESS
MOB01000871,ACC000199,CUS000136,2026-08-24T23:20:36,TRANSFER,3364.91,USD,SUCCESS
MOB01000872,ACC000033,CUS000022,2026-08-24T22:56:45,DEPOSIT,3299.79,USD,SUCCESS
MOB01000873,ACC001158,CUS000782,2026-08-24T23:09:59,DEPOSIT,1362.37,USD,SUCCESS
MOB01000874,ACC000438,CUS000294,2026-08-24T07:47:13,INVALID_TYPE,4011.65,PEN,PENDING
MOB01000875,ACC001255,CUS000845,2026-08-24T13:04:43,TRANSFER,4334.05,PEN,SUCCESS
MOB01000876,ACC000275,CUS000186,2026-08-24T11:15:40,TRANSFER,3907.93,USD,FAILED
MOB01000877,ACC001032,CUS000699,2026-08-24T11:59:18,DEPOSIT,192.8,PEN,SUCCESS
MOB01000878,ACC001276,CUS000860,2026-08-24T04:54:14,PAYMENT,3570.73,USD,SUCCESS
MOB01000879,ACC000513,CUS000349,2026-08-24T08:07:32,PAYMENT,104.77,PEN,SUCCESS
MOB01000880,ACC000388,CUS000261,2026-08-24T23:48:47,WITHDRAWAL,4763.32,PEN,SUCCESS
MOB01000881,ACC000073,CUS000049,2026-08-24T06:56:25,WITHDRAWAL,466.92,PEN,SUCCESS
MOB01000882,ACC000875,CUS000593,2026-08-24T15:30:09,WITHDRAWAL,311.74,PEN,SUCCESS
MOB01000883,ACC000060,CUS000040,2026-08-24T20:59:21,TRANSFER,355.68,PEN,PENDING
MOB01000884,ACC001434,CUS000964,2026-08-24T19:32:16,WITHDRAWAL,644.81,USD,SUCCESS
MOB01000885,ACC001284,CUS000866,2026-08-24T00:38:57,WITHDRAWAL,380.94,USD,SUCCESS
MOB01000886,ACC001014,CUS000687,2026-08-24T06:35:32,DEPOSIT,625.88,PEN,SUCCESS
MOB01000887,ACC000849,CUS000576,2026-08-24T00:13:16,WITHDRAWAL,1004.06,PEN,SUCCESS
MOB01000888,ACC001241,CUS000837,2026-08-24T23:50:44,DEPOSIT,200.95,USD,SUCCESS
MOB01000889,ACC000428,CUS000287,2026-08-24T22:26:12,DEPOSIT,2233.0,USD,SUCCESS
MOB01000890,ACC000827,CUS000559,2026-08-24T05:26:14,WITHDRAWAL,-4835.9,PEN,SUCCESS
MOB01000891,ACC001251,CUS000843,2026-08-24T11:27:12,DEPOSIT,3931.14,PEN,SUCCESS
MOB01000892,ACC000530,CUS000360,2026-08-24T05:15:33,PAYMENT,4485.22,PEN,SUCCESS
MOB01000893,ACC000089,CUS000058,2026-08-24T05:32:05,TRANSFER,1974.13,PEN,SUCCESS
MOB01000894,ACC000411,CUS000277,2026-08-24T17:42:17,DEPOSIT,4273.91,USD,REJECTED
MOB01000895,ACC000947,CUS000640,2026-08-24T17:24:43,PAYMENT,4482.1,PEN,SUCCESS
MOB01000896,ACC000821,CUS000555,2026-08-24T05:08:58,PAYMENT,47.14,PEN,SUCCESS
MOB01000897,ACC001419,CUS000956,2026-08-24T20:19:46,DEPOSIT,3761.26,USD,SUCCESS
MOB01000898,ACC000591,CUS000404,2026-08-24T04:07:19,PAYMENT,1513.28,PEN,SUCCESS
MOB01000899,ACC000643,CUS000440,2026-08-24T10:53:43,DEPOSIT,392.13,USD,SUCCESS
MOB01000900,ACC000009,CUS000005,2026-08-24T10:20:50,TRANSFER,4726.77,USD,SUCCESS
MOB01000901,ACC000267,CUS000181,2026-08-24T11:52:51,WITHDRAWAL,716.25,USD,SUCCESS
MOB01000902,ACC000022,CUS000015,2026-08-24T06:38:42,WITHDRAWAL,589.72,USD,PENDING
MOB01000903,ACC000799,CUS000542,2026-08-24T07:04:45,,324.12,USD,SUCCESS
MOB01000904,ACC000037,CUS000024,2026-08-24T20:11:10,WITHDRAWAL,4887.65,USD,FAILED
MOB01000905,ACC001444,CUS000972,2026-08-24T20:01:47,WITHDRAWAL,3828.17,PEN,SUCCESS
MOB01000906,ACC001082,CUS000732,2026-08-24T02:58:36,DEPOSIT,710.62,PEN,SUCCESS
MOB01000907,ACC001303,CUS000879,2026-08-24T06:21:13,PAYMENT,4561.76,PEN,SUCCESS
MOB01000908,accOO11O5,CUS000746,2026-08-24T23:34:12,WITHDRAWAL,2581.5,USD,SUCCESS
MOB01000909,ACC000718,CUS000491,2026-08-24T15:41:03,PAYMENT,537.94,PEN,SUCCESS
MOB01000910,ACC000599,CUS000410,2026-08-24T17:53:51,TRANSFER,2065.92,USD,PENDING
MOB01000911,ACC000805,CUS000545,2026-08-24T11:52:28,DEPOSIT,1662.88,PEN,SUCCESS
MOB01000912,ACC000664,CUS000455,2026-08-24T20:52:09,TRANSFER,2743.42,PEN,SUCCESS
MOB01000913,ACC000385,CUS000259,2026-11-15T16:47:36,TRANSFER,444.6,USD,SUCCESS
MOB01000914,ACC001102,CUS000744,2026-08-24T15:16:51,TRANSFER,4684.04,PEN,SUCCESS
MOB01000915,ACC001316,CUS000887,2026-08-24T15:11:47,WITHDRAWAL,2390.26,PEN,SUCCESS
MOB01000916,ACC000888,CUS000601,2026-08-24T18:11:31,WITHDRAWAL,1079.78,PEN,SUCCESS
MOB01000494,ACC000743,CUS000507,2026-08-24T11:01:11,WITHDRAWAL,1051.24,USD,SUCCESS
MOB01000918,ACC001398,CUS000941,2026-08-24T05:26:05,WITHDRAWAL,2678.96,USD,SUCCESS
MOB01000919,ACC000815,CUS000551,2026-08-24T16:28:24,DEPOSIT,3468.44,PEN,SUCCESS
MOB01000920,ACC000351,CUS000237,2026-08-24T13:07:34,PAYMENT,4900.48,PEN,SUCCESS
MOB01000921,ACC000880,CUS000596,2026-08-24T03:52:47,DEPOSIT,773.65,USD,SUCCESS
MOB01000922,ACC001412,CUS000951,2026-08-24T17:31:58,TRANSFER,27.44,PEN,SUCCESS
MOB01000923,ACC000709,CUS000486,2026-08-24T20:18:27,DEPOSIT,1472.57,PEN,SUCCESS
MOB01000924,ACC001231,CUS000830,2026-08-24T14:04:32,XXX,4248.31,USD,SUCCESS
MOB01000925,ACC001313,CUS000886,2026-08-24T22:56:58,WITHDRAWAL,3809.44,USD,SUCCESS
MOB01000926,ACC001236,CUS000834,2026-08-24T10:31:45,PAYMENT,1312.14,USD,SUCCESS
MOB01000927,ACC000859,CUS000583,2027-08-16T01:44:13,WITHDRAWAL,3620.87,PEN,SUCCESS
MOB01000928,ACC001447,CUS000973,2026-08-24T13:18:23,TRANSFER,1452.02,USD,SUCCESS
MOB01000929,ACC000126,CUS000084,2026-08-24T16:16:16,PAYMENT,4465.89,USD,FAILED
MOB01000930,ACC000129,CUS000086,2026-08-24T20:51:27,WITHDRAWAL,3632.73,USD,SUCCESS
MOB01000931,ACC000784,CUS000533,2026-08-24T15:09:51,PAYMENT,1820.08,PEN,SUCCESS
MOB01000932,ACC000295,CUS000199,2026-08-24T04:43:10,WITHDRAWAL,638.71,PEN,SUCCESS
MOB01000933,ACC000519,CUS000352,2026-08-24T07:07:04,PAYMENT,1972.81,USD,REJECTED
MOB01000934,ACC001108,CUS000749,2026-08-24T08:37:56,WITHDRAWAL,600.65,PEN,SUCCESS
MOB01000935,ACC000231,CUS000158,2026-08-24T21:16:51,PAYMENT,4723.39,PEN,SUCCESS
MOB01000936,ACC001114,CUS000754,2026-08-24T09:04:12,WITHDRAWAL,408.6,USD,SUCCESS
MOB01000708,ACC000149,CUS000100,2026-08-24T20:57:34,DEPOSIT,3384.21,PEN,SUCCESS
MOB01000938,ACC000478,CUS000324,2026-08-24T01:48:02,PAYMENT,504.1,PEN,SUCCESS
MOB01000939,ACC000841,CUS000571,2026-08-24T06:11:22,PAYMENT,3158.8,USD,SUCCESS
MOB01000940,ACC000173,CUS000117,2026-08-24T07:54:13,WITHDRAWAL,1005.6,PEN,SUCCESS
MOB01000941,ACC000529,CUS000359,2026-08-24T02:33:27,WITHDRAWAL,2638.65,PEN,SUCCESS
MOB01000942,ACC990944,CUS000807,2026-08-24T08:19:42,PAYMENT,663.61,PEN,SUCCESS
MOB01000943,ACC000186,CUS000127,2026-08-24T02:08:26,PAYMENT,445.36,USD,SUCCESS
MOB01000944,ACC000453,CUS000304,2026-08-24T07:06:41,WITHDRAWAL,2204.43,PEN,SUCCESS
MOB01000945,ACC000696,CUS000477,2026-08-24T20:57:52,DEPOSIT,2953.73,PEN,SUCCESS
MOB01000946,ACC000332,CUS000224,2026-08-24T03:57:44,WITHDRAWAL,1120.66,PEN,SUCCESS
MOB01000947,ACC000530,CUS000360,2026-08-24T20:32:54,PAYMENT,4373.71,USD,SUCCESS
MOB01000948,ACC000235,CUS000160,2026-08-24T23:57:54,DEPOSIT,2210.35,USD,SUCCESS
MOB01000949,ACC001445,CUS000972,2026-08-24T13:18:07,TRANSFER,188.28,USD,SUCCESS
MOB01000950,ACC000577,CUS000394,2026-08-24T06:42:11,DEPOSIT,4263.31,USD,SUCCESS
MOB01000951,ACC001427,CUS000960,2026-08-24T19:21:06,DEPOSIT,3450.57,USD,REJECTED
MOB01000952,ACC000713,CUS000489,2026-08-24T01:47:52,WITHDRAWAL,732.4,PEN,SUCCESS
MOB01000953,ACC001462,CUS000984,2026-08-24T07:22:14,PAYMENT,641.36,USD,FAILED
MOB01000954,ACC000066,CUS000043,2026-08-24T00:10:28,DEPOSIT,753.67,USD,SUCCESS
MOB01000955,ACC000156,CUS000104,2026-08-24T00:06:38,DEPOSIT,1668.22,USD,PENDING
MOB01000956,ACC000698,CUS000478,2026-08-24T13:38:51,TRANSFER,794.87,USD,SUCCESS
MOB01000957,ACC000607,CUS000416,2026-08-24T03:06:59,DEPOSIT,4797.81,USD,FAILED
MOB01000958,ACC001247,CUS000841,2026-08-24T11:43:32,PAYMENT,1659.1,USD,SUCCESS
MOB01000959,ACC000550,CUS000374,2026-08-24T06:32:12,DEPOSIT,163.28,USD,SUCCESS
MOB01000960,ACC001403,CUS000944,2026-08-24T08:58:40,PAYMENT,4046.17,PEN,SUCCESS
MOB01000961,ACC001002,CUS000680,2026-08-24T01:22:19,TRANSFER,2282.23,USD,SUCCESS
MOB01000962,ACC001133,CUS000766,2026-08-24T11:32:56,PAYMENT,4369.49,PEN,SUCCESS
MOB01000963,ACC001475,CUS000991,2026-08-24T09:39:55,WITHDRAWAL,1386.64,USD,SUCCESS
MOB01000964,ACC001241,CUS000837,2026-08-24T04:00:31,PAYMENT,4459.4,PEN,SUCCESS
MOB01000965,ACC001450,CUS000976,2026-08-24T06:36:06,DEPOSIT,1537.68,PEN,SUCCESS
MOB01000966,ACC001274,CUS000859,2026-08-24T22:26:31,WITHDRAWAL,1035.18,USD,SUCCESS
MOB01000967,ACC000495,CUS000337,2026-08-24T10:09:12,PAYMENT,1738.76,USD,SUCCESS
MOB01000084,ACC000849,CUS000576,2026-08-24T20:01:29,TRANSFER,12.68,USD,SUCCESS
MOB01000969,ACC000375,CUS000252,2026-08-24T14:06:37,WITHDRAWAL,3249.19,PEN,SUCCESS
MOB01000970,ACC000500,CUS000341,2026-08-24T22:16:44,TRANSFER,3278.78,USD,SUCCESS
MOB01000971,ACC000849,CUS000576,2026-08-24T09:24:20,,3665.65,USD,SUCCESS
MOB01000972,ACC001172,CUS000791,2026-08-24T04:06:55,PAYMENT,476.62,PEN,SUCCESS
MOB01000973,ACC001294,CUS000873,2026-08-24T15:47:54,PAYMENT,4384.07,USD,SUCCESS
MOB01000974,ACC000459,CUS000309,2026-08-24T18:10:39,WITHDRAWAL,1669.89,PEN,SUCCESS
MOB01000975,ACC000675,CUS000463,2026-08-24T04:00:12,PAYMENT,3524.06,PEN,SUCCESS
MOB01000976,ACC000350,CUS000236,2026-08-24T22:10:24,TRANSFER,3167.15,PEN,SUCCESS
MOB01000977,ACC001050,CUS000711,2026-08-24T09:36:44,PAYMENT,1562.73,USD,REJECTED
MOB01000978,ACC000688,CUS000471,2026-08-24T01:58:59,PAYMENT,4677.31,USD,SUCCESS
MOB01000979,ACC000211,CUS000143,2026-08-24T00:08:32,TRANSFER,3008.97,USD,SUCCESS
MOB01000980,ACC001024,CUS000693,2026-08-24T02:38:59,TRANSFER,2885.16,PEN,PENDING
MOB01000981,ACC001010,CUS000684,2026-08-24T10:41:44,TRANSFER,19.14,PEN,SUCCESS
MOB01000982,ACC000086,CUS000056,2026-08-24T15:58:15,DEPOSIT,4997.4,PEN,SUCCESS
MOB01000983,ACC000441,CUS000296,2026-08-24T10:04:26,TRANSFER,464.63,PEN,SUCCESS
MOB01000984,ACC000259,CUS000175,2026-08-24T22:25:08,DEPOSIT,3953.47,PEN,SUCCESS
MOB01000985,ACC000762,CUS000518,2026-08-24T11:31:34,DEPOSIT,595.47,PEN,SUCCESS
MOB01000986,ACC000169,CUS000113,2026-08-24T15:14:57,DEPOSIT,3897.2,PEN,SUCCESS
MOB01000987,ACC001194,CUS000806,2026-08-24T18:15:40,DEPOSIT,1589.17,USD,SUCCESS
MOB01000988,ACC000054,CUS000036,2026-08-24T04:48:10,WITHDRAWAL,3479.31,USD,SUCCESS
MOB01000989,ACC000760,CUS000517,2026-08-24T06:20:48,WITHDRAWAL,1656.31,USD,SUCCESS
MOB01000990,ACC000323,CUS000217,2026-08-24T11:42:29,TRANSFER,3305.76,USD,SUCCESS
MOB01000991,ACC000683,CUS000467,2026-08-24T12:10:01,DEPOSIT,3629.99,PEN,SUCCESS
MOB01000992,ACC000968,CUS000655,2026-08-24T20:20:05,DEPOSIT,3734.87,USD,SUCCESS
MOB01000993,ACC001431,CUS000963,2026-08-24T10:19:16,DEPOSIT,923.41,USD,FAILED
MOB01000523,ACC001035,CUS000701,2026-08-24T09:03:45,PAYMENT,2388.55,PEN,SUCCESS
MOB01000995,ACC000381,CUS000257,2026-08-24T08:40:31,WITHDRAWAL,4139.77,PEN,SUCCESS
MOB01000996,ACC000589,CUS000402,2026-08-24T04:12:35,TRANSFER,3693.22,PEN,SUCCESS
MOB01000997,ACC000091,CUS000059,2026-08-24T09:19:57,WITHDRAWAL,218.71,USD,SUCCESS
MOB01000998,ACC001432,CUS000963,2026-08-24T08:20:33,PAYMENT,2333.99,PEN,SUCCESS
MOB01000999,ACC000545,CUS000370,2026-08-24T14:07:47,WITHDRAWAL,2125.02,USD,SUCCESS
MOB01001000,ACC000233,CUS000159,2026-08-24T04:53:17,DEPOSIT,4145.13,PEN,SUCCESS
MOB01001001,ACC000937,CUS000634,2026-08-24T19:42:28,TRANSFER,2488.01,PEN,SUCCESS
MOB01001002,ACC000915,CUS000619,2026-08-24T09:33:11,TRANSFER,126.24,PEN,SUCCESS
MOB01001003,ACC000570,CUS000390,2026-08-24T14:28:22,DEPOSIT,2077.36,USD,SUCCESS
mobO1OO1OO4,ACC000549,CUS000374,2026-08-24T09:52:37,TRANSFER,1727.86,USD,FAILED
MOB01001005,ACC001439,CUS000968,2026-08-24T13:18:07,WITHDRAWAL,522.98,USD,SUCCESS
MOB01001006,ACC000246,CUS000168,2026-08-24T05:30:28,DEPOSIT,1891.04,PEN,SUCCESS
MOB01001007,ACC001441,CUS000969,2026-08-24T18:20:16,TRANSFER,2686.88,USD,SUCCESS
MOB01001008,ACC001022,CUS000692,2026-08-24T04:47:19,DEPOSIT,3031.09,USD,SUCCESS
MOB01001009,ACC000194,CUS000133,2026-08-24T17:38:05,PAYMENT,1073.62,PEN,SUCCESS
MOB01001010,ACC001170,CUS000790,2026-08-24T20:50:02,DEPOSIT,3683.84,USD,SUCCESS
