account_id,customer_id,account_type,currency,opening_date,status
ACC000391,CUS000264,CHECKING,PEN,2024-06-19,ACTIVE
ACC000392,CUS000265,SAVINGS,USD,2024-01-30,ACTIVE
ACC000393,CUS000265,CREDIT,PEN,2024-03-05,CLOSED
ACC000394,CUS000266,CHECKING,PEN,2019-07-19,ACTIVE
ACC000395,CUS000266,SAVINGS,PEN,2023-06-19,ACTIVE
ACC000396,CUS000267,SAVINGS,USD,2025-01-06,ACTIVE
ACC000397,CUS000268,CHECKING,PEN,2022-08-10,ACTIVE
ACC000398,CUS000268,CHECKING,PEN,2025-06-12,ACTIVE
ACC000399,CUS000269,CHECKING,PEN,2026-02-21,DORMANT
ACC000400,CUS000270,CREDIT,USD,2023-12-24,ACTIVE
ACC000401,CUS000270,SAVINGS,USD,2020-05-31,ACTIVE
ACC000402,CUS000271,SAVINGS,PEN,2025-03-08,ACTIVE
ACC000403,CUS000272,SAVINGS,PEN,2021-12-04,ACTIVE
ACC000404,CUS000272,SAVINGS,PEN,2021-08-19,ACTIVE
ACC000405,CUS000273,CHECKING,PEN,2018-12-03,ACTIVE
ACC000406,CUS000274,SAVINGS,USD,2021-09-10,ACTIVE
ACC000407,CUS000275,CHECKING,PEN,2024-12-02,ACTIVE
ACC000408,CUS000276,CREDIT,USD,2019-03-29,ACTIVE
ACC000409,CUS000276,CREDIT,USD,2023-07-01,ACTIVE
ACC000410,CUS000277,CHECKING,USD,2019-02-20,ACTIVE
ACC000411,CUS000277,SAVINGS,PEN,2020-07-29,ACTIVE
ACC000412,CUS000278,SAVINGS,PEN,2023-12-18,ACTIVE
ACC000413,CUS000279,SAVINGS,USD,2022-08-14,ACTIVE
ACC000414,CUS000279,CREDIT,PEN,2022-03-18,ACTIVE
ACC000415,CUS000280,CHECKING,USD,2020-09-08,ACTIVE
ACC000416,CUS000281,CREDIT,USD,2023-11-16,ACTIVE
ACC000417,CUS000281,SAVINGS,PEN,2021-11-22,ACTIVE
ACC000418,CUS000282,SAVINGS,USD,2024-07-11,ACTIVE
ACC000419,CUS000282,CREDIT,USD,2018-09-15,CLOSED
ACC000420,CUS000283,CHECKING,PEN,2019-12-02,DORMANT
ACC000421,CUS000283,CHECKING,USD,2021-02-15,ACTIVE
ACC000422,CUS000284,SAVINGS,USD,2020-09-29,ACTIVE
ACC000423,CUS000284,SAVINGS,USD,2020-08-01,ACTIVE
ACC000424,CUS000285,CHECKING,USD,2023-12-23,ACTIVE
ACC000425,CUS000286,CREDIT,PEN,2022-10-28,ACTIVE
ACC000426,CUS000286,SAVINGS,PEN,2024-04-22,ACTIVE
ACC000427,CUS000287,SAVINGS,USD,2026-01-14,ACTIVE
ACC000428,CUS000287,SAVINGS,USD,2023-06-30,ACTIVE
ACC000429,CUS000288,CREDIT,USD,2023-07-27,ACTIVE
ACC000430,CUS000288,CREDIT,PEN,2022-08-22,DORMANT
ACC000431,CUS000289,SAVINGS,PEN,2025-01-04,ACTIVE
ACC000432,CUS000290,CHECKING,PEN,2023-08-18,ACTIVE
ACC000433,CUS000291,SAVINGS,PEN,2022-04-29,ACTIVE
ACC000434,CUS000291,CREDIT,USD,2025-12-15,ACTIVE
ACC000435,CUS000292,CREDIT,PEN,2021-03-11,CLOSED
ACC000436,CUS000293,SAVINGS,PEN,2023-04-15,ACTIVE
ACC000437,CUS000293,CHECKING,PEN,2024-05-19,ACTIVE
ACC000438,CUS000294,CREDIT,USD,2018-09-10,ACTIVE
ACC000439,CUS000295,CHECKING,PEN,2018-10-21,ACTIVE
ACC000440,CUS000296,SAVINGS,PEN,2023-06-14,ACTIVE
ACC000441,CUS000296,SAVINGS,PEN,2024-04-13,ACTIVE
ACC000442,CUS000297,CHECKING,PEN,2019-02-21,ACTIVE
ACC000443,CUS000298,CREDIT,PEN,2020-04-05,CLOSED
ACC000444,CUS000298,CHECKING,PEN,2021-02-03,ACTIVE
ACC000445,CUS000299,CREDIT,PEN,2023-12-04,ACTIVE
ACC000446,CUS000299,SAVINGS,USD,2019-05-07,ACTIVE
ACC000447,CUS000300,CREDIT,USD,2020-04-25,ACTIVE
ACC000448,CUS000301,SAVINGS,PEN,2020-06-05,ACTIVE
ACC000449,CUS000301,CREDIT,USD,2021-03-06,CLOSED
ACC000450,CUS000302,CHECKING,USD,2020-08-20,ACTIVE
ACC000451,CUS000303,CREDIT,PEN,2024-07-31,ACTIVE
ACC000452,CUS000304,CHECKING,USD,2023-08-11,ACTIVE
ACC000453,CUS000304,CHECKING,PEN,2020-08-21,ACTIVE
ACC000454,CUS000305,CREDIT,PEN,2021-10-23,ACTIVE
ACC000455,CUS000306,CREDIT,PEN,2021-12-16,ACTIVE
ACC000456,CUS000307,CREDIT,USD,2020-05-21,ACTIVE
ACC000457,CUS000308,CREDIT,USD,2019-09-05,ACTIVE
ACC000458,CUS000308,CREDIT,PEN,2019-01-23,ACTIVE
ACC000459,CUS000309,SAVINGS,USD,2025-01-24,ACTIVE
ACC000460,CUS000310,CHECKING,PEN,2022-07-09,ACTIVE
ACC000461,CUS000310,CREDIT,USD,2023-01-20,ACTIVE
ACC000462,CUS000311,SAVINGS,USD,2018-09-26,ACTIVE
ACC000463,CUS000312,CHECKING,PEN,2024-03-17,ACTIVE
ACC000464,CUS000312,CREDIT,USD,2023-10-12,ACTIVE
ACC000465,CUS000313,SAVINGS,USD,2024-11-27,ACTIVE
ACC000466,CUS000314,CHECKING,PEN,2020-04-25,ACTIVE
ACC000467,CUS000315,CREDIT,USD,2018-12-12,ACTIVE
ACC000468,CUS000315,CHECKING,PEN,2022-04-28,ACTIVE
ACC000469,CUS000316,CREDIT,USD,2024-01-25,ACTIVE
ACC000470,CUS000317,CREDIT,PEN,2023-04-17,ACTIVE
ACC000471,CUS000318,SAVINGS,USD,2026-03-06,ACTIVE
ACC000472,CUS000319,SAVINGS,PEN,2026-01-20,ACTIVE
ACC000473,CUS000320,CREDIT,PEN,2025-07-01,ACTIVE
ACC000474,CUS000321,SAVINGS,USD,2023-09-17,ACTIVE
ACC000475,CUS000322,SAVINGS,PEN,2026-05-23,ACTIVE
ACC000476,CUS000322,CHECKING,USD,2019-08-19,ACTIVE
ACC000477,CUS000323,CHECKING,USD,2023-02-28,ACTIVE
ACC000478,CUS000324,SAVINGS,PEN,2026-07-08,ACTIVE
ACC000479,CUS000324,SAVINGS,USD,2019-10-06,CLOSED
ACC000480,CUS000325,CHECKING,USD,2020-09-22,ACTIVE
ACC000481,CUS000326,CREDIT,PEN,2022-10-19,ACTIVE
ACC000482,CUS000327,CREDIT,USD,2018-12-24,ACTIVE
ACC000483,CUS000328,SAVINGS,USD,2018-11-27,ACTIVE
ACC000484,CUS000328,CHECKING,USD,2023-06-17,DORMANT
ACC000485,CUS000329,CHECKING,USD,2025-07-02,ACTIVE
ACC000486,CUS000329,CHECKING,USD,2022-10-13,ACTIVE
ACC000487,CUS000330,CHECKING,USD,2025-09-09,ACTIVE
ACC000488,CUS000331,SAVINGS,USD,2018-10-30,ACTIVE
ACC000489,CUS000331,SAVINGS,USD,2020-09-27,ACTIVE
ACC000490,CUS000332,CREDIT,USD,2022-09-22,ACTIVE
ACC000491,CUS000333,CHECKING,USD,2025-08-20,ACTIVE
ACC000492,CUS000334,CHECKING,PEN,2026-01-23,ACTIVE
ACC000493,CUS000335,CHECKING,PEN,2023-04-24,ACTIVE
ACC000494,CUS000336,SAVINGS,USD,2019-12-30,ACTIVE
ACC000495,CUS000337,CHECKING,USD,2020-10-08,CLOSED
ACC000496,CUS000338,SAVINGS,USD,2021-08-02,ACTIVE
ACC000497,CUS000339,CHECKING,USD,2018-09-20,ACTIVE
ACC000498,CUS000339,CHECKING,USD,2019-02-16,ACTIVE
ACC000499,CUS000340,CHECKING,PEN,2023-01-08,ACTIVE
ACC000500,CUS000341,CREDIT,USD,2018-12-07,ACTIVE
ACC000501,CUS000342,SAVINGS,PEN,2022-12-04,ACTIVE
ACC000502,CUS000343,CREDIT,USD,2025-08-01,DORMANT
ACC000503,CUS000343,SAVINGS,USD,2019-12-23,DORMANT
ACC000504,CUS000344,SAVINGS,PEN,2020-01-24,CLOSED
ACC000505,CUS000344,CHECKING,USD,2022-08-08,ACTIVE
ACC000506,CUS000345,CHECKING,USD,2023-12-13,ACTIVE
ACC000507,CUS000346,CREDIT,PEN,2022-01-06,ACTIVE
ACC000508,CUS000346,SAVINGS,USD,2019-09-27,ACTIVE
ACC000509,CUS000347,CREDIT,PEN,2026-01-02,ACTIVE
ACC000510,CUS000347,CREDIT,USD,2019-03-13,ACTIVE
ACC000511,CUS000348,SAVINGS,USD,2018-10-02,ACTIVE
ACC000512,CUS000348,CHECKING,USD,2024-07-09,ACTIVE
ACC000513,CUS000349,SAVINGS,USD,2018-11-07,ACTIVE
ACC000514,CUS000350,CHECKING,PEN,2020-01-07,DORMANT
ACC000515,CUS000350,CHECKING,USD,2024-10-13,ACTIVE
ACC000516,CUS000351,SAVINGS,USD,2020-07-04,ACTIVE
ACC000517,CUS000351,SAVINGS,USD,2023-12-15,ACTIVE
ACC000518,CUS000352,CREDIT,USD,2021-04-18,ACTIVE
ACC000519,CUS000352,CREDIT,PEN,2019-07-25,ACTIVE
ACC000520,CUS000353,CREDIT,USD,2023-05-03,ACTIVE
ACC000521,CUS000354,SAVINGS,USD,2019-10-05,ACTIVE
ACC000522,CUS000355,SAVINGS,PEN,2024-08-25,ACTIVE
ACC000523,CUS000356,CHECKING,PEN,2023-05-04,ACTIVE
ACC000524,CUS000356,SAVINGS,PEN,2019-01-22,ACTIVE
ACC000525,CUS000357,CREDIT,USD,2020-08-06,ACTIVE
ACC000526,CUS000357,SAVINGS,PEN,2024-02-10,ACTIVE
ACC000527,CUS000358,CREDIT,PEN,2022-02-07,ACTIVE
ACC000528,CUS000359,SAVINGS,USD,2018-10-16,ACTIVE
ACC000529,CUS000359,SAVINGS,USD,2020-05-28,ACTIVE
ACC000530,CUS000360,CREDIT,USD,2025-06-04,ACTIVE
ACC000531,CUS000360,CREDIT,USD,2024-05-21,ACTIVE
ACC000532,CUS000361,CREDIT,PEN,2026-07-28,ACTIVE
ACC000533,CUS000361,CREDIT,USD,2023-01-07,ACTIVE
ACC000534,CUS000362,SAVINGS,PEN,2022-04-20,ACTIVE
ACC000535,CUS000362,CREDIT,PEN,2019-07-13,ACTIVE
ACC000536,CUS000363,CHECKING,USD,2022-07-20,CLOSED
ACC000537,CUS000364,SAVINGS,PEN,2023-07-06,DORMANT
ACC000538,CUS000365,SAVINGS,PEN,2025-08-17,ACTIVE
ACC000539,CUS000365,SAVINGS,USD,2019-11-24,ACTIVE
ACC000540,CUS000366,SAVINGS,PEN,2019-08-17,ACTIVE
ACC000541,CUS000367,CHECKING,USD,2022-03-08,DORMANT
ACC000542,CUS000368,CHECKING,USD,2022-01-13,ACTIVE
ACC000543,CUS000369,SAVINGS,USD,2023-06-13,ACTIVE
ACC000544,CUS000370,SAVINGS,PEN,2023-02-24,ACTIVE
ACC000545,CUS000370,SAVINGS,PEN,2019-08-24,ACTIVE
ACC000546,CUS000371,SAVINGS,USD,2019-07-16,CLOSED
ACC000547,CUS000372,CHECKING,PEN,2026-05-11,ACTIVE
ACC000548,CUS000373,CHECKING,PEN,2024-12-03,ACTIVE
ACC000549,CUS000374,CREDIT,USD,2026-06-07,ACTIVE
ACC000550,CUS000374,CHECKING,PEN,2023-05-20,ACTIVE
ACC000551,CUS000375,CREDIT,USD,2024-05-17,ACTIVE
ACC000552,CUS000376,CREDIT,USD,2019-09-18,ACTIVE
ACC000553,CUS000377,CREDIT,USD,2022-05-29,ACTIVE
ACC000554,CUS000377,CHECKING,USD,2023-12-08,ACTIVE
ACC000555,CUS000378,SAVINGS,PEN,2023-05-12,ACTIVE
ACC000556,CUS000379,SAVINGS,USD,2021-12-16,ACTIVE
ACC000557,CUS000380,CHECKING,USD,2024-12-27,ACTIVE
ACC000558,CUS000381,SAVINGS,USD,2020-04-11,ACTIVE
ACC000559,CUS000381,CREDIT,PEN,2024-07-06,ACTIVE
ACC000560,CUS000382,CREDIT,PEN,2025-05-14,ACTIVE
ACC000561,CUS000383,SAVINGS,PEN,2020-06-15,ACTIVE
ACC000562,CUS000383,CHECKING,PEN,2023-04-30,ACTIVE
ACC000563,CUS000384,SAVINGS,PEN,2019-09-27,ACTIVE
ACC000564,CUS000385,CHECKING,USD,2025-06-18,ACTIVE
ACC000565,CUS000385,CREDIT,USD,2021-06-19,ACTIVE
ACC000566,CUS000386,CHECKING,PEN,2024-04-26,ACTIVE
ACC000567,CUS000387,CREDIT,PEN,2024-06-07,ACTIVE
ACC000568,CUS000388,CHECKING,USD,2026-05-25,CLOSED
ACC000569,CUS000389,CREDIT,PEN,2020-11-24,ACTIVE
ACC000570,CUS000390,CHECKING,PEN,2021-09-05,ACTIVE
ACC000571,CUS000391,CHECKING,PEN,2023-09-17,ACTIVE
ACC000572,CUS000392,CREDIT,USD,2026-01-14,ACTIVE
ACC000573,CUS000392,SAVINGS,USD,2022-03-14,ACTIVE
ACC000574,CUS000393,SAVINGS,PEN,2023-05-05,ACTIVE
ACC000575,CUS000393,CHECKING,USD,2020-09-26,ACTIVE
ACC000576,CUS000394,SAVINGS,USD,2023-05-20,ACTIVE
ACC000577,CUS000394,CHECKING,PEN,2025-02-02,ACTIVE
ACC000578,CUS000395,SAVINGS,USD,2021-08-20,CLOSED
ACC000579,CUS000395,CREDIT,USD,2024-07-14,ACTIVE
ACC000580,CUS000396,CHECKING,USD,2021-04-22,ACTIVE
ACC000581,CUS000397,CHECKING,USD,2019-03-25,ACTIVE
ACC000582,CUS000397,CREDIT,USD,2024-03-25,ACTIVE
ACC000583,CUS000398,CREDIT,USD,2025-04-30,ACTIVE
ACC000584,CUS000399,SAVINGS,USD,2022-10-26,CLOSED
ACC000585,CUS000399,CHECKING,PEN,2020-09-29,ACTIVE
ACC000586,CUS000400,CHECKING,PEN,2021-02-11,ACTIVE
ACC000587,CUS000401,SAVINGS,PEN,2020-12-25,ACTIVE
ACC000588,CUS000402,CREDIT,PEN,2025-08-21,ACTIVE
ACC000589,CUS000402,CREDIT,PEN,2022-05-08,ACTIVE
ACC000590,CUS000403,SAVINGS,USD,2026-02-13,ACTIVE
ACC000591,CUS000404,CREDIT,PEN,2022-04-23,ACTIVE
ACC000592,CUS000404,CREDIT,USD,2020-09-15,ACTIVE
ACC000593,CUS000405,CHECKING,PEN,2025-01-10,ACTIVE
ACC000594,CUS000406,SAVINGS,PEN,2025-02-08,ACTIVE
ACC000595,CUS000407,CREDIT,USD,2021-01-30,ACTIVE
ACC000596,CUS000408,CREDIT,PEN,2019-02-13,ACTIVE
ACC000597,CUS000409,CHECKING,USD,2019-09-18,ACTIVE
ACC000598,CUS000410,CHECKING,PEN,2023-09-16,ACTIVE
ACC000599,CUS000410,SAVINGS,USD,2018-11-03,CLOSED
ACC000600,CUS000411,SAVINGS,PEN,2025-09-05,ACTIVE
ACC000601,CUS000412,CHECKING,PEN,2023-03-12,ACTIVE
ACC000602,CUS000412,SAVINGS,USD,2025-12-15,ACTIVE
ACC000603,CUS000413,CHECKING,PEN,2022-09-27,ACTIVE
ACC000604,CUS000414,CREDIT,PEN,2026-07-22,ACTIVE
ACC000605,CUS000415,CREDIT,USD,2020-08-25,ACTIVE
ACC000606,CUS000416,SAVINGS,USD,2020-09-07,ACTIVE
ACC000607,CUS000416,CREDIT,USD,2020-05-25,ACTIVE
ACC000608,CUS000417,CHECKING,USD,2021-06-01,ACTIVE
ACC000609,CUS000418,CREDIT,USD,2022-09-02,ACTIVE
ACC000610,CUS000418,CHECKING,USD,2019-11-26,ACTIVE
ACC000611,CUS000419,CHECKING,USD,2023-09-26,ACTIVE
ACC000612,CUS000420,CREDIT,PEN,2019-08-11,ACTIVE
ACC000613,CUS000420,SAVINGS,USD,2020-06-07,ACTIVE
ACC000614,CUS000421,CREDIT,USD,2026-04-29,ACTIVE
ACC000615,CUS000421,SAVINGS,USD,2020-09-04,ACTIVE
ACC000616,CUS000422,CHECKING,USD,2025-02-20,ACTIVE
ACC000617,CUS000423,CHECKING,USD,2019-05-15,ACTIVE
ACC000618,CUS000424,CHECKING,USD,2020-05-24,ACTIVE
ACC000619,CUS000425,SAVINGS,PEN,2021-04-27,ACTIVE
ACC000620,CUS000425,CHECKING,USD,2020-08-31,ACTIVE
ACC000621,CUS000426,CHECKING,PEN,2023-07-29,ACTIVE
ACC000622,CUS000426,CHECKING,USD,2019-08-15,ACTIVE
ACC000623,CUS000427,CHECKING,USD,2019-02-18,ACTIVE
ACC000624,CUS000428,SAVINGS,USD,2019-03-31,ACTIVE
ACC000625,CUS000429,CREDIT,USD,2026-01-15,ACTIVE
ACC000626,CUS000429,CHECKING,PEN,2021-02-23,ACTIVE
ACC000627,CUS000430,CHECKING,PEN,2021-01-02,ACTIVE
ACC000628,CUS000431,SAVINGS,USD,2024-05-15,ACTIVE
ACC000629,CUS000432,CHECKING,USD,2023-11-05,ACTIVE
ACC000630,CUS000432,CREDIT,PEN,2021-05-13,ACTIVE
ACC000631,CUS000433,CHECKING,USD,2022-10-16,ACTIVE
ACC000632,CUS000433,CHECKING,PEN,2021-05-15,ACTIVE
ACC000633,CUS000434,CREDIT,PEN,2024-01-26,ACTIVE
ACC000634,CUS000435,CHECKING,PEN,2022-09-05,ACTIVE
ACC000635,CUS000435,CREDIT,USD,2023-10-13,ACTIVE
ACC000636,CUS000436,CREDIT,PEN,2025-06-11,ACTIVE
ACC000637,CUS000436,CREDIT,PEN,2018-12-06,ACTIVE
ACC000638,CUS000437,CREDIT,USD,2022-08-11,ACTIVE
ACC000639,CUS000438,CREDIT,USD,2019-05-12,ACTIVE
ACC000640,CUS000439,CHECKING,PEN,2023-04-16,ACTIVE
ACC000641,CUS000439,CREDIT,PEN,2018-09-16,ACTIVE
ACC000642,CUS000440,SAVINGS,PEN,2024-06-23,ACTIVE
ACC000643,CUS000440,SAVINGS,USD,2022-09-25,ACTIVE
ACC000644,CUS000441,CHECKING,USD,2019-06-21,DORMANT
ACC000645,CUS000441,SAVINGS,PEN,2025-04-18,ACTIVE
ACC000646,CUS000442,CHECKING,PEN,2022-04-19,ACTIVE
ACC000647,CUS000443,CREDIT,PEN,2022-06-09,ACTIVE
ACC000648,CUS000444,SAVINGS,USD,2021-12-25,ACTIVE
ACC000649,CUS000444,SAVINGS,USD,2021-12-19,ACTIVE
ACC000650,CUS000445,CREDIT,USD,2020-03-03,ACTIVE
ACC000651,CUS000446,SAVINGS,USD,2024-02-15,ACTIVE
ACC000652,CUS000447,SAVINGS,PEN,2025-07-07,ACTIVE
ACC000653,CUS000447,SAVINGS,PEN,2023-07-02,ACTIVE
ACC000654,CUS000448,CHECKING,PEN,2026-07-16,ACTIVE
ACC000655,CUS000449,CHECKING,PEN,2022-02-12,CLOSED
ACC000656,CUS000449,SAVINGS,PEN,2024-03-08,ACTIVE
ACC000657,CUS000450,SAVINGS,PEN,2022-09-15,ACTIVE
ACC000658,CUS000450,CREDIT,PEN,2018-11-08,ACTIVE
ACC000659,CUS000451,CREDIT,PEN,2022-02-24,ACTIVE
ACC000660,CUS000452,SAVINGS,PEN,2019-10-08,ACTIVE
ACC000661,CUS000453,CHECKING,USD,2022-09-30,ACTIVE
ACC000662,CUS000453,CREDIT,USD,2020-02-07,ACTIVE
ACC000663,CUS000454,SAVINGS,PEN,2023-05-18,ACTIVE
ACC000664,CUS000455,CREDIT,PEN,2021-12-28,ACTIVE
ACC000665,CUS000456,CREDIT,USD,2026-03-13,ACTIVE
ACC000666,CUS000456,CHECKING,PEN,2023-06-30,ACTIVE
ACC000667,CUS000457,CREDIT,PEN,2025-05-07,ACTIVE
ACC000668,CUS000458,SAVINGS,PEN,2022-05-22,ACTIVE
ACC000669,CUS000459,CREDIT,USD,2023-03-05,ACTIVE
ACC000670,CUS000459,SAVINGS,USD,2026-04-17,ACTIVE
ACC000671,CUS000460,CREDIT,PEN,2019-07-05,ACTIVE
ACC000672,CUS000460,SAVINGS,USD,2022-04-16,ACTIVE
ACC000673,CUS000461,CREDIT,PEN,2023-10-15,ACTIVE
ACC000674,CUS000462,CREDIT,USD,2024-08-03,ACTIVE
ACC000675,CUS000463,CHECKING,USD,2024-02-16,ACTIVE
ACC000676,CUS000463,SAVINGS,PEN,2021-07-14,ACTIVE
ACC000677,CUS000464,CREDIT,USD,2021-01-31,ACTIVE
ACC000678,CUS000464,CREDIT,PEN,2023-04-04,ACTIVE
ACC000679,CUS000465,CREDIT,PEN,2021-12-09,ACTIVE
ACC000680,CUS000466,CHECKING,USD,2024-01-18,ACTIVE
ACC000681,CUS000466,SAVINGS,USD,2020-09-07,ACTIVE
ACC000682,CUS000467,CREDIT,PEN,2019-07-05,ACTIVE
ACC000683,CUS000467,CREDIT,USD,2019-12-19,ACTIVE
ACC000684,CUS000468,SAVINGS,PEN,2021-03-23,ACTIVE
ACC000685,CUS000468,CREDIT,PEN,2025-06-27,ACTIVE
ACC000686,CUS000469,CREDIT,PEN,2019-08-20,ACTIVE
ACC000687,CUS000470,CHECKING,PEN,2026-01-11,ACTIVE
ACC000688,CUS000471,SAVINGS,PEN,2019-03-30,DORMANT
ACC000689,CUS000472,SAVINGS,PEN,2023-03-05,ACTIVE
ACC000690,CUS000473,CREDIT,PEN,2024-12-24,ACTIVE
ACC000691,CUS000473,CHECKING,PEN,2023-10-02,ACTIVE
ACC000692,CUS000474,SAVINGS,PEN,2018-11-28,ACTIVE
ACC000693,CUS000474,CREDIT,PEN,2024-12-08,ACTIVE
ACC000694,CUS000475,SAVINGS,PEN,2026-05-30,ACTIVE
ACC000695,CUS000476,SAVINGS,PEN,2022-01-17,ACTIVE
ACC000696,CUS000477,SAVINGS,PEN,2020-09-26,ACTIVE
ACC000697,CUS000478,SAVINGS,USD,2024-02-27,CLOSED
ACC000698,CUS000478,CHECKING,PEN,2025-12-24,ACTIVE
ACC000699,CUS000479,CREDIT,PEN,2022-09-26,ACTIVE
ACC000700,CUS000480,CREDIT,USD,2025-10-17,ACTIVE
ACC000701,CUS000481,CREDIT,PEN,2023-08-07,ACTIVE
ACC000702,CUS000482,CHECKING,USD,2019-03-06,ACTIVE
ACC000703,CUS000482,SAVINGS,PEN,2022-12-27,ACTIVE
ACC000704,CUS000483,CREDIT,USD,2022-08-09,ACTIVE
ACC000705,CUS000483,CHECKING,PEN,2020-05-15,CLOSED
ACC000706,CUS000484,CREDIT,PEN,2024-12-10,ACTIVE
ACC000707,CUS000485,SAVINGS,PEN,2024-09-19,ACTIVE
ACC000708,CUS000486,SAVINGS,USD,2020-10-06,ACTIVE
ACC000709,CUS000486,SAVINGS,PEN,2025-04-26,CLOSED
ACC000710,CUS000487,CREDIT,USD,2022-08-07,CLOSED
ACC000711,CUS000488,SAVINGS,USD,2023-03-31,ACTIVE
ACC000712,CUS000488,CREDIT,PEN,2026-03-27,ACTIVE
ACC000713,CUS000489,SAVINGS,USD,2025-05-25,ACTIVE
ACC000714,CUS000489,SAVINGS,PEN,2020-01-09,CLOSED
ACC000715,CUS000490,CHECKING,PEN,2024-07-29,ACTIVE
ACC000716,CUS000490,CHECKING,USD,2025-07-31,CLOSED
ACC000717,CUS000491,SAVINGS,PEN,2025-03-06,DORMANT
ACC000718,CUS000491,SAVINGS,USD,2022-01-19,ACTIVE
ACC000719,CUS000492,SAVINGS,USD,2020-07-16,ACTIVE
ACC000720,CUS000492,CREDIT,PEN,2022-11-15,ACTIVE
ACC000721,CUS000493,SAVINGS,PEN,2018-11-25,ACTIVE
ACC000722,CUS000494,SAVINGS,PEN,2019-01-31,ACTIVE
ACC000723,CUS000494,SAVINGS,USD,2019-11-04,ACTIVE
ACC000724,CUS000495,CHECKING,PEN,2019-12-11,ACTIVE
ACC000725,CUS000496,CREDIT,USD,2020-08-20,ACTIVE
ACC000726,CUS000496,CREDIT,USD,2020-06-22,CLOSED
ACC000727,CUS000497,SAVINGS,USD,2021-12-14,ACTIVE
ACC000728,CUS000498,SAVINGS,PEN,2023-12-21,ACTIVE
ACC000729,CUS000498,SAVINGS,USD,2022-02-12,ACTIVE
ACC000730,CUS000499,CREDIT,USD,2024-10-13,ACTIVE
ACC000731,CUS000499,CREDIT,USD,2026-03-17,ACTIVE
ACC000732,CUS000500,CREDIT,PEN,2023-03-25,ACTIVE
ACC000733,CUS000501,CHECKING,PEN,2023-11-28,ACTIVE
ACC000734,CUS000501,CREDIT,USD,2018-10-10,ACTIVE
ACC000735,CUS000502,CHECKING,USD,2023-06-06,ACTIVE
ACC000736,CUS000502,CHECKING,PEN,2024-07-19,ACTIVE
ACC000737,CUS000503,SAVINGS,USD,2025-09-03,ACTIVE
ACC000738,CUS000504,CREDIT,PEN,2018-09-19,ACTIVE
ACC000739,CUS000504,SAVINGS,PEN,2023-08-11,ACTIVE
ACC000740,CUS000505,CHECKING,PEN,2021-01-02,ACTIVE
ACC000741,CUS000505,SAVINGS,USD,2024-11-20,DORMANT
ACC000742,CUS000506,CHECKING,PEN,2025-06-29,ACTIVE
ACC000743,CUS000507,CHECKING,PEN,2025-03-19,ACTIVE
ACC000744,CUS000508,CREDIT,PEN,2024-06-23,ACTIVE
ACC000745,CUS000509,SAVINGS,PEN,2022-09-14,ACTIVE
ACC000746,CUS000509,SAVINGS,PEN,2020-05-09,ACTIVE
ACC000747,CUS000510,CHECKING,USD,2025-07-29,DORMANT
ACC000748,CUS000511,CHECKING,PEN,2019-05-28,ACTIVE
ACC000749,CUS000511,SAVINGS,USD,2019-06-23,CLOSED
ACC000750,CUS000512,SAVINGS,PEN,2019-10-23,ACTIVE
ACC000751,CUS000512,CHECKING,USD,2022-04-20,CLOSED
ACC000752,CUS000513,CREDIT,USD,2025-02-28,ACTIVE
ACC000753,CUS000513,CHECKING,PEN,2023-06-28,ACTIVE
ACC000754,CUS000514,SAVINGS,USD,2021-06-11,ACTIVE
ACC000755,CUS000514,SAVINGS,USD,2024-11-30,ACTIVE
ACC000756,CUS000515,CREDIT,PEN,2026-05-26,ACTIVE
ACC000757,CUS000516,CHECKING,USD,2022-08-17,ACTIVE
ACC000758,CUS000516,SAVINGS,USD,2024-11-10,ACTIVE
ACC000759,CUS000517,CHECKING,USD,2018-11-22,ACTIVE
ACC000760,CUS000517,CHECKING,USD,2022-07-28,ACTIVE
ACC000761,CUS000518,CHECKING,USD,2025-10-19,ACTIVE
ACC000762,CUS000518,SAVINGS,PEN,2021-05-27,ACTIVE
ACC000763,CUS000519,SAVINGS,USD,2019-10-25,ACTIVE
ACC000764,CUS000520,CHECKING,USD,2024-04-12,ACTIVE
ACC000765,CUS000520,CREDIT,USD,2024-07-21,ACTIVE
ACC000766,CUS000521,CHECKING,USD,2020-01-15,ACTIVE
ACC000767,CUS000522,CREDIT,USD,2023-08-03,DORMANT
ACC000768,CUS000522,CHECKING,PEN,2024-10-16,ACTIVE
ACC000769,CUS000523,CREDIT,PEN,2026-01-05,ACTIVE
ACC000770,CUS000524,CHECKING,PEN,2022-06-20,ACTIVE
ACC000771,CUS000525,SAVINGS,PEN,2024-01-04,ACTIVE
ACC000772,CUS000525,SAVINGS,PEN,2025-06-04,ACTIVE
ACC000773,CUS000526,CREDIT,USD,2023-06-20,ACTIVE
ACC000774,CUS000527,CREDIT,PEN,2022-02-25,ACTIVE
ACC000775,CUS000527,SAVINGS,PEN,2020-06-10,ACTIVE
ACC000776,CUS000528,CHECKING,PEN,2022-01-09,ACTIVE
ACC000777,CUS000529,CREDIT,USD,2025-04-22,ACTIVE
ACC000778,CUS000530,CREDIT,PEN,2021-06-01,ACTIVE
ACC000779,CUS000530,CREDIT,USD,2026-02-17,ACTIVE
ACC000780,CUS000531,SAVINGS,USD,2023-08-10,ACTIVE
